Fecha,AOD_media,PM25_1,PM25_7,PM25_14,PM25_18,PM25,TMP,IQCA,IQCA_1,IQCA_7,IQCA_14,IQCA_18
2018-07-04,2.54,12.36,3.41,10.92,10.79,17.23666667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-05,0,19.25,10.02,12.14,20.16,14.52875,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-06,0.836,14.81,14.63,0.37,14.73,16.04333333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-07,0,28.1,9.67,7.35,10.48,18.00541667,,Deseable,Aceptable,Deseable,Deseable,Deseable
2018-07-08,0.866,15.25,9.66,6,17.86,13.00833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-09,3.468,8.41,1.92,4.79,7.4,11.47375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-10,3.182,5.93,8.09,1.83,23.12,14.01583333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-11,3.458,13.72,13.39,0,10.28,12.915,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-12,3.219,16.55,14.48,9.92,8.16,13.54208333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-13,2.285,19.24,8.08,8.75,12.79,13.07826087,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-14,2.034,10.04,5.65,7.26,10.13,11.28875,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-15,2.158,13.94,11.79,4.99,1.01,13.135,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-16,1.189,,,,,17.92,,Deseable,Incorrecto,Incorrecto,Incorrecto,Incorrecto
2018-07-17,0,,,10.03,6.87,7.093333333,,Deseable,Incorrecto,Incorrecto,Deseable,Deseable
2018-07-18,0.736,0.48,15.74,1.17,19.82,14.59083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-19,0,20.23,25.32,12.22,23.45,17.98958333,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-07-20,0.079,12.89,13.65,3.98,14.12,15.56125,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-21,0,14.5,31.3,5.73,18.2,16.65375,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-07-22,0,1.5,13.74,7.6,18.61,12.18125,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-23,1.708,13.43,13.79,4.06,9.57,11.1925,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-24,2.71,12.25,13.06,3.23,7.63,13.10363636,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-25,3.179,10.25,17.08,5.72,20.75,12.34625,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-26,0.024,11.41,18.95,2.53,23.92,16.774,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-27,0.491,8.26,,6.12,3.01,15.58818182,,Deseable,Deseable,Incorrecto,Deseable,Deseable
2018-07-28,2.468,16,13.29,6.67,4.53,12.04958333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-29,0,15.86,21.12,6.02,17.96,15.84666667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-30,0,6,9.07,16.75,14.54,7.73375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-31,0,2.91,18.7,9.48,18.29,11.09833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-01,0.706,11.46,18.73,10.32,19.16,13.11041667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-02,1.613,9.28,15.15,6.45,8.87,11.23454545,,Deseable,Deseable,Deseable,Deseable,Deseable
