Fecha,TMP,PM25,AOD_mean,AOD_median,AOD_moda,IQCA,AOD_mean_0,AOD_sum
2019-07-06,16.115,7.275416666666666,0.455,0.442,0.442,Deseable,0.816,1.63
2019-07-09,14.125416666666666,10.871250000000002,0.368,0.401,0.403,Deseable,0.697,1.37
2019-07-10,14.582608695652173,6.194,0.171,0.159,0.136,Deseable,2.291,4.35
2019-07-11,14.938333333333333,12.955,0.071,0.072,0.072,Deseable,1.113,2.18
2019-07-12,13.86470588235294,23.327222222222225,0.383,0.39,0.394,Deseable,0.006,0.01
2019-07-13,14.6375,18.13782608695652,0.493,0.488,0.498,Deseable,0.171,0.34
2019-07-16,15.045416666666668,9.81625,0.179,0.151,0.118,Deseable,0.0,0.0
2019-07-17,15.71625,12.0325,0.4,0.427,0.432,Deseable,0.0,0.0
2019-07-18,15.62,9.469166666666666,0.266,0.279,0.267,Deseable,4.018,6.7
2019-07-19,16.182916666666667,8.051666666666668,0.201,0.205,0.254,Deseable,4.083,6.08
2019-07-20,16.520416666666666,6.892916666666667,0.309,0.308,0.308,Deseable,0.613,1.2
2019-07-21,15.954166666666666,6.1225,0.258,0.265,0.335,Deseable,0.051,0.1
2019-07-27,15.120833333333332,10.42375,0.195,0.166,0.166,Deseable,0.514,1.01
2019-07-28,15.234166666666669,7.59,0.195,0.19,0.19,Deseable,0.0,0.0
2019-07-29,15.3975,8.23875,0.07,0.061,0.063,Deseable,1.976,2.4
2019-08-01,15.284166666666666,11.0025,0.195,0.204,0.224,Deseable,2.57,5.04
2019-08-03,15.725833333333334,16.177083333333332,0.336,0.281,0.279,Deseable,1.009,1.98
2019-08-04,15.355833333333337,6.165,0.354,0.346,0.346,Deseable,0.0,0.0
2019-08-05,15.583333333333334,9.956666666666669,0.17,0.164,0.164,Deseable,3.024,4.93
2019-08-06,15.289583333333333,10.74375,0.099,0.103,0.088,Deseable,1.924,2.43
2019-08-07,15.34875,10.841666666666669,0.454,0.474,0.48,Deseable,2.271,4.52
2019-08-08,15.570833333333333,7.583749999999999,0.208,0.194,0.195,Deseable,3.505,5.51
2019-08-09,15.430833333333332,10.487083333333333,0.391,0.396,0.396,Deseable,0.0,0.0
2019-08-10,16.019166666666667,10.530833333333334,0.235,0.243,0.246,Deseable,5.576,7.22
2019-08-11,16.112083333333334,9.42875,0.328,0.319,0.353,Deseable,0.314,0.63
2019-08-12,16.09958333333333,11.329166666666666,0.189,0.193,0.173,Deseable,3.786,5.1
2019-08-13,15.24,7.450416666666666,0.494,0.499,0.443,Deseable,0.242,0.48
2019-08-15,13.53875,33.485,0.528,0.53,0.499,Aceptable,0.0,0.0
2019-08-19,15.264166666666666,10.560833333333331,0.264,0.242,0.242,Deseable,0.0,0.0
2019-08-21,14.85375,8.4075,0.331,0.32,0.314,Deseable,0.779,1.53
2019-08-22,15.5225,7.681666666666666,0.252,0.244,0.251,Deseable,3.177,4.94
2019-08-24,15.166666666666666,8.624166666666666,0.266,0.264,0.241,Deseable,1.967,3.5
2019-08-26,15.745416666666666,10.810833333333331,0.203,0.199,0.17,Deseable,3.946,6.61
