Fecha,Guamani_x,Guamani_y
2020-01-03,0,18.97333333333333
2020-01-04,277.474,16.6155
2020-01-05,0,13.78708333333333
2020-01-06,356,12.13458333333333
2020-01-07,0,24.065
2020-01-08,390.641,19.37666666666667
2020-01-09,435.359,12.93333333333333
2020-01-10,331.562,12.105
2020-01-11,465.269,13.86
2020-01-12,267.259,10.1575
2020-01-13,294.289,8.745
2020-01-14,262.154,11.65541666666667
2020-01-15,283.341,11.16
2020-01-16,484.171,10.59625
2020-01-17,309.905,8.65625
2020-01-18,483.415,7.969583333333333
2020-01-19,366.425,8.507916666666667
2020-01-20,0,16.89
2020-01-21,0,16.4975
2020-01-22,0,11.04791666666667
2020-01-23,0,15.20791666666667
2020-01-24,577.778,13.195
2020-01-25,0,20.75739130434783
2020-01-26,502.261,14.81541666666667
2020-01-27,0,12.36958333333333
2020-01-28,304.731,19.80333333333333
2020-01-29,0,19.34916666666667
2020-01-30,0,21.87375
2020-01-31,0,18.89708333333333
2020-02-01,0,28.40869565217391
2020-02-02,499.409,14.12083333333333
2020-02-03,0,15.03125
2020-02-04,402.962,16.00458333333333
2020-02-05,280.041,20.55541666666667
2020-02-06,274.346,19.69458333333333
2020-02-07,314.513,19.75916666666667
2020-02-08,0,22.60708333333334
2020-02-09,498.068,12.82208333333333
2020-02-10,0,17.29166666666667
2020-02-11,322.806,17.11666666666667
2020-02-12,0,18.292
2020-02-13,337.087,19.45083333333333
2020-02-14,227.995,19.49375
2020-02-15,475.536,13.43125
2020-02-16,400.438,12.64583333333333
2020-02-17,0,10.11958333333333
2020-02-18,423.352,12.57375
2020-02-19,0,18.21333333333333
2020-02-20,0,18.45
2020-02-21,0,18.33375
2020-02-22,0,17.27166666666666
2020-02-23,0,15.275
2020-02-24,0,15.75666666666667
2020-02-25,0,17.94416666666667
2020-02-26,0,15.07833333333333
2020-02-27,0,17.09
2020-02-28,0,18.33208333333333
2020-02-29,0,17.32333333333333
2020-03-01,496.862,18.05041666666667
2020-03-02,0,19.49833333333333
2020-03-03,0,20.67208333333333
2020-03-04,0,13.83416666666667
2020-03-05,0,13.55708333333333
2020-03-06,0,21.1175
2020-03-07,0,17.295
2020-03-08,0,15.81916666666667
2020-03-09,375.481,17.04391304347826
2020-03-10,0,22.74625
2020-03-11,0,20.39045454545455
2020-03-12,469.097,19.58869565217391
2020-03-13,0,17.78833333333333
2020-03-14,0,14.142
2020-03-15,0,
2020-03-16,0,14.87333333333333
2020-03-17,0,9.832173913043478
2020-03-18,277.267,13.42791666666667
2020-03-19,340.277,11.08208333333333
2020-03-20,0,10.21541666666667
2020-03-21,337.775,9.363333333333333
2020-03-22,157.146,11.18666666666667
2020-03-23,440.826,17.29736842105263
2020-03-24,492,22.77708333333333
2020-03-25,0,28.08739130434783
2020-03-26,0,17.14458333333333
2020-03-27,0,15.3375
2020-03-28,471.147,7.44625
2020-03-29,0,14.50083333333333
2020-03-30,0,18.66
2020-03-31,0,12.48416666666667
2020-04-01,0,8.24
2020-04-02,0,11.53125
2020-04-03,351.897,7.560416666666666
2020-04-04,0,8.950416666666667
2020-04-05,0,11.15666666666667
2020-04-06,341.416,8.80625
